Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
5884,US-2021-116918,2021-10-01,2021-10-06,Second Class,JK-15205,Jamie Kunitz,Replacement,,Hialeah,Florida,33012,South,OFF-AR-10003631,Third Party,Art,,8,0.2,5.0336
5885,US-2021-116918,2021-10-01,2021-10-06,Second Class,JK-15205,Jamie Kunitz,Replacement ,,Hialeah,Florida,33012,South,OFF-BI-10004140,Third Party,Binders,5.388,4,0.7,-4.49
5886,US-2021-111794,2021-10-01,2021-10-01,Same Day,HG-15025,Hunter Glantz,Replacement ,,Amarillo,Texas,79109,Central,OFF-PA-10000474,Third Party,Paper,28.352,1,0.2,9.5688
5887,US-2021-111794,2021-10-01,2021-10-01,Same Day,HG-15025,Hunter Glantz,Replacement,,Amarillo,Texas,79109,Central,TEC-AC-10003832,Pre Book,Accessories,79.512,3,0.2,20.8719
5888,US-2021-155992,2021-10-01,2021-10-02,First Class,CC-12220,Chris Cortes,Replacement,,La Porte,Indiana,46350,Central,TEC-PH-10000215,Pre Book,Phones,69.9,2,0.0,18.873
5889,US-2021-134376,2021-10-02,2021-10-06,Standard Class,TT-21265,Tim Taslimi,Servicing,United States,New York City,New York,10024,East,OFF-AP-10004532,THIRD PARTY,Appliances,61.44,3,0.0,16.5888
5890,US-2021-118689,2021-10-02,2021-10-09,Standard Class,TC-20980,Tamara Chand,Servicing ,,Lafayette,Indiana,,Central,OFF-AR-10001958,Third Party,Art,33.96,2,0.0,9.5088
5891,US-2021-118969,2021-10-02,2021-10-03,First Class,LP-17095,Liz Preis,Replacement,United States,Phoenix,Arizona,,West,OFF-BI-10002429,THIRD PARTY,Binders,54.792,6,0.7,-40.1808
5892,US-2021-118689,2021-10-02,2021-10-09,Standard Class,TC-20980,Tamara Chand,Servicing,,Lafayette,Indiana,47905,Central,OFF-BI-10003712,Third Party,Binders,34.37,7,0.0,16.8413
5893,US-2021-118689,2021-10-02,2021-10-09,Standard Class,TC-20980,Tamara Chand,Servicing ,,Lafayette,Indiana,,Central,OFF-BI-10004600,third party,Binders,735.98,2,0.0,331.191
5894,US-2021-118689,2021-10-02,2021-10-09,Standard Class,TC-20980,Tamara Chand,Servicing,,Lafayette,Indiana,47905,Central,OFF-ST-10001558,Third Party,Storage,32.48,2,0.0,4.872
5895,US-2021-118689,2021-10-02,2021-10-09,Standard Class,TC-20980,Tamara Chand,Servicing ,,Lafayette,Indiana,47905,Central,TEC-CO-10004722,Pre Book,Copiers,17499.95,5,0.0,8399.976
5896,US-2021-144939,2021-10-03,2021-10-08,Standard Class,EB-13870,Emily Burns,Replacement ,,New York City,New York,10035,East,FUR-CH-10003199,Direct Sale,Chairs,599.292,6,0.1,93.2232
5897,US-2021-101672,2021-10-03,2021-10-07,Standard Class,DB-12910,Daniel Byrd,Other ,,Lake Forest,California,92630,West,FUR-CH-10004063,Direct Sale,Chairs,915.136,4,0.2,102.9528
5898,US-2021-103919,2021-10-03,2021-10-07,Standard Class,TP-21565,Tracy Poddar,Servicing,,Grand Prairie,Texas,75051,Central,FUR-FU-10001756,DIRECT SALE,Furnishings,,5,0.6,-29.512
5899,US-2021-140634,2021-10-03,2021-10-06,Second Class,HL-15040,Hunter Lopez,Replacement,,Houston,Texas,77095,Central,OFF-EN-10001099,THIRD PARTY,Envelopes,15.648,2 units,0.2,5.0856
5900,US-2021-101672,2021-10-03,2021-10-07,Standard Class,DB-12910,Daniel Byrd,Other ,,Lake Forest,California,92630,West,OFF-LA-10002271,Third Party,Labels,6.16,2,0.0,2.9568
5901,US-2021-101672,2021-10-03,2021-10-07,Standard Class,DB-12910,Daniel Byrd,Other ,,Lake Forest,California,92630,West,OFF-PA-10001878,Third Party,Paper,97.82,2,0.0,45.9754
5902,US-2021-101672,2021-10-03,2021-10-07,Standard Class,DB-12910,Daniel Byrd,Other ,,Lake Forest,California,92630,West,OFF-PA-10004610,Third Party,Paper,8.56,2,0.0,3.852
5903,US-2021-145709,2021-10-04,2021-10-08,Standard Class,AH-10690,Anna Häberlin,Servicing,,Coral Gables,Florida,33134,South,FUR-FU-10002885,Direct Sale,Furnishings,11.568,3,0.2,2.6028
5904,US-2021-131296,2021-10-04,2021-10-09,Standard Class,MS-17830,Melanie Seite,Replacement,,Baltimore,Maryland,21215,East,FUR-TA-10002622,Direct Sale,Tables,239.372,2,0.3,-23.9372
5905,US-2021-140158,2021-10-04,2021-10-08,Standard Class,DR-12940,Daniel Raglin,Other ,,Providence,Rhode Island,2908,East,OFF-BI-10000977,Third Party,Binders,30.4,1,0.0,13.984
5906,US-2021-121601,2021-10-04,2021-10-04,Same Day,MO-17500,Mary O'Rourke,Replacement ,,The Colony,Texas,75056,Central,OFF-EN-10003862,third party,Envelopes,,7,0.2,19.4194
5907,US-2021-140158,2021-10-04,2021-10-08,Standard Class,DR-12940,Daniel Raglin,Other ,,Providence,Rhode Island,2908,East,OFF-ST-10000136,Third Party,Storage,119.1,3,0.0,34.539
5908,US-2021-140158,2021-10-04,2021-10-08,Standard Class,DR-12940,Daniel Raglin,Other ,,Providence,Rhode Island,,East,TEC-CO-10001449,Pre Book,Copiers,5399.91,9,0.0,2591.9568
5909,US-2021-145709,2021-10-04,2021-10-08,Standard Class,AH-10690,Anna Häberlin,Servicing ,,Coral Gables,Florida,33134,South,TEC-PH-10003095,Pre Book,Phones,52.68,3,0.2,19.755
5910,US-2021-157490,2021-10-06,2021-10-07,First Class,LB-16795,Laurel Beltran,Other ,,Pueblo,Colorado,81001,West,OFF-BI-10002571,Third Party,Binders,11.976,4,0.7,-9.1816
5911,US-2021-157490,2021-10-06,2021-10-07,First Class,LB-16795,Laurel Beltran,Other,,Pueblo,Colorado,81001,West,OFF-BI-10002824,Third Party,Binders,,4,0.7,-14.92
5912,US-2021-115952,2021-10-06,2021-10-06,Same Day,JH-15910,Jonathan Howell,Replacement ,,Tulsa,Oklahoma,74133,Central,OFF-BI-10004654,THIRD PARTY,Binders,28.85,5,0.0,14.425
5913,US-2021-157490,2021-10-06,2021-10-07,First Class,LB-16795,Laurel Beltran,Other ,,Pueblo,Colorado,81001,West,TEC-AC-10001553,Pre Book,Accessories,67.96,5,0.2,0.8495
5914,US-2021-157490,2021-10-06,2021-10-07,First Class,LB-16795,Laurel Beltran,Other,,Pueblo,Colorado,81001,West,TEC-MA-10001695,PRE BOOK,Machines,703.71,6,0.7,-938.28
5915,US-2021-162614,2021-10-07,2021-10-13,Standard Class,TB-21250,Tim Brockman,Replacement,,Los Angeles,California,90049,West,OFF-BI-10004001,third party,Binders,27.264,2,0.2,8.8608
5916,US-2021-139808,2021-10-07,2021-10-11,Standard Class,MC-18100,Mick Crebagga,Replacement ,,Marysville,Washington,98270,West,OFF-FA-10001883,third party,Fasteners,93.36,12,0.0,0.9336
5917,US-2021-163216,2021-10-07,2021-10-10,First Class,AW-10930,Arthur Wiediger,Other,,Philadelphia,Pennsylvania,19143,East,OFF-LA-10000134,Third Party,Labels,4.928,2,0.2,1.7248
5918,US-2021-155033,2021-10-07,2021-10-12,Standard Class,CC-12475,Cindy Chapman,Replacement ,,Los Angeles,California,90032,West,OFF-PA-10000143,Third Party,Paper,10.56,2,0.0,5.0688
5919,US-2021-127649,2021-10-07,2021-10-09,First Class,DL-13495,Dionis Lloyd,Servicing ,United States,Spokane,Washington,,West,TEC-MA-10001972,Pre Book,Machines,837.6,3,0.2,62.82
5920,US-2021-126844,2021-10-08,2021-10-14,Standard Class,BW-11110,Bart Watters,Servicing ,,Houston,Texas,77070,Central,FUR-FU-10004909,direct sale,Furnishings,51.712,8,0.6,-32.32
5921,US-2021-149685,2021-10-08,2021-10-15,Standard Class,PM-19135,Peter McVee,Other,,San Antonio,Texas,78207,Central,OFF-LA-10004545,THIRD PARTY,Labels,60.144,6,0.2,20.2986
5922,US-2021-162026,2021-10-08,2021-10-08,Same Day,JE-15745,Joel Eaton,Replacement ,,Los Angeles,California,90036,West,OFF-PA-10000167,Third Party,Paper,61.96,2,0.0,27.882
5923,US-2021-135636,2021-10-08,2021-10-13,Standard Class,DB-13615,Doug Bickford,Replacement,,Charlotte,North Carolina,,South,OFF-ST-10000676,Third Party,Storage,387.72,5,0.2,-67.851
5924,US-2021-114748,2021-10-09,2021-10-14,Standard Class,MZ-17335,Maria Zettner,Other,,Phoenix,Arizona,85023,West,FUR-FU-10001488,Direct Sale,Furnishings,,2,0.2,0.0
5925,US-2021-128909,2021-10-09,2021-10-11,Second Class,SP-20545,Sibella Parks,Servicing ,,Philadelphia,Pennsylvania,19143,East,FUR-FU-10004071,Direct Sale,Furnishings,332.832,4,0.2,-24.9624
5926,US-2021-114748,2021-10-09,2021-10-14,Standard Class,MZ-17335,Maria Zettner,Other ,United States,Phoenix,Arizona,,West,OFF-AR-10001315,Third Party,Art,1.408,1,0.2,0.1584
5927,US-2021-128909,2021-10-09,2021-10-11,Second Class,SP-20545,Sibella Parks,Servicing,,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001593,Third Party,Paper,19.136,4,0.2,5.98
5928,US-2021-116974,2021-10-09,2021-10-15,Standard Class,MP-17965,Michael Paige,Servicing,,Troy,Ohio,45373,East,TEC-PH-10004897,Pre Book,Phones,23.976,4,0.4,-15.5844
5929,US-2021-157707,2021-10-10,2021-10-12,First Class,CC-12610,Corey Catlett,Servicing,,Denver,Colorado,80219,West,FUR-BO-10001567,Direct Sale,Bookcases,90.882,3,0.7,-190.8522
5930,US-2021-157707,2021-10-10,2021-10-12,First Class,CC-12610,Corey Catlett,Servicing ,,Denver,Colorado,80219,West,FUR-CH-10004853,Direct Sale,Chairs,120.784,1,0.2,13.5882
5931,US-2021-126627,2021-10-10,2021-10-12,First Class,WB-21850,William Brown,Replacement,,La Porte,Texas,77571,Central,FUR-FU-10004963,Direct Sale,Furnishings,,4,0.6,-6.3
5932,US-2021-126627,2021-10-10,2021-10-12,First Class,WB-21850,William Brown,Replacement ,,La Porte,Texas,77571,Central,OFF-BI-10001597,Third Party,Binders,16.392,2,0.8,-26.2272
5933,US-2021-150357,2021-10-10,2021-10-14,Standard Class,EB-13975,Erica Bern,Servicing,,Greensboro,North Carolina,27405,South,OFF-BI-10002557,THIRD PARTY,Binders,4.095,3,0.7,-2.73
5934,US-2021-150357,2021-10-10,2021-10-14,Standard Class,EB-13975,Erica Bern,Servicing,,Greensboro,North Carolina,,South,OFF-SU-10004498,THIRD PARTY,Supplies,20.608,2,0.2,-4.3792
5935,US-2021-157707,2021-10-10,2021-10-12,First Class,CC-12610,Corey Catlett,Servicing,,Denver,Colorado,80219,West,TEC-PH-10002583,PRE BOOK,Phones,15.992,1,0.2,-2.9985
5936,CA-2021-126627,2021-10-10,2021-10-12,First Class,WB-21850,William Brown,Replacement,,Winnipeg,Manitoba,,Central,FUR-FU-10004963,Direct Sale,Furnishings,15.992,1,0.2,-2.9985
5937,CA-2021-126627,2021-10-10,2021-10-12,First Class,WB-21850,William Brown,Replacement ,,Winnipeg,Manitoba,R3R,Central,OFF-BI-10001597,Third Party,Binders,120.784,1,0.2,13.5882
5938,US-2021-113390,2021-10-11,2021-10-15,Standard Class,EP-13915,Emily Phan,Replacement ,,Chicago,Illinois,60610,Central,OFF-AR-10001446,third party,Art,27.72,3,0.2,3.465
5939,US-2021-113390,2021-10-11,2021-10-15,Standard Class,EP-13915,Emily Phan,Replacement ,,Chicago,Illinois,60610,Central,OFF-AR-10003183,THIRD PARTY,Art,5.344,2,0.2,0.668
5940,US-2021-100839,2021-10-13,2021-10-17,Standard Class,NC-18625,Noah Childs,Servicing,,Aurora,Colorado,80013,West,FUR-FU-10001617,Direct Sale,Furnishings,24.96,3,0.2,4.368
5941,US-2021-145583,2021-10-13,2021-10-19,Standard Class,LC-16885,Lena Creighton,Replacement,,Roseville,California,95661,West,FUR-FU-10001706,DIRECT SALE,Furnishings,43.12,14,0.0,20.6976
5942,US-2021-154018,2021-10-13,2021-10-19,Standard Class,HA-14920,Helen Andreada,Replacement ,,Laredo,Texas,,Central,FUR-FU-10003394,DIRECT SALE,Furnishings,139.92,5,0.6,-150.414
5943,US-2021-101161,2021-10-13,2021-10-20,Standard Class,BW-11110,Bart Watters,Servicing ,,New York City,New York,10024,East,FUR-FU-10003535,Direct Sale,Furnishings,82.26,3,0.0,33.7266
5944,US-2021-100839,2021-10-13,2021-10-17,Standard Class,NC-18625,Noah Childs,Servicing ,,Aurora,Colorado,80013,West,FUR-TA-10004575,Direct Sale,Tables,,5,0.5,-465.568
5945,US-2021-145583,2021-10-13,2021-10-19,Standard Class,LC-16885,Lena Creighton,Replacement ,,Roseville,California,95661,West,OFF-AR-10001149,THIRD PARTY,Art,11.52,4,0.0,3.456
5946,US-2021-101161,2021-10-13,2021-10-20,Standard Class,BW-11110,Bart Watters,Servicing ,,New York City,New York,10024,East,OFF-AR-10001860,Third Party,Art,34.7,5,0.0,12.492
5947,US-2021-154018,2021-10-13,2021-10-19,Standard Class,HA-14920,Helen Andreada,Replacement ,,Laredo,Texas,,Central,OFF-AR-10002067,Third Party,Art,15.872,1,0.2,1.1904
5948,US-2021-154018,2021-10-13,2021-10-19,Standard Class,HA-14920,Helen Andreada,Replacement,,Laredo,Texas,78041,Central,OFF-BI-10004140,THIRD PARTY,Binders,6.286,7,0.8,-11.0005
5949,US-2021-145583,2021-10-13,2021-10-19,Standard Class,LC-16885,Lena Creighton,Replacement,,Roseville,California,95661,West,OFF-BI-10004781,third party,Binders,76.176,3,0.2,26.6616
5950,US-2021-145583,2021-10-13,2021-10-19,Standard Class,LC-16885,Lena Creighton,Replacement,,Roseville,California,95661,West,OFF-FA-10002988,THIRD PARTY,Fasteners,4.02,2,0.0,1.9698
5951,US-2021-101161,2021-10-13,2021-10-20,Standard Class,BW-11110,Bart Watters,Servicing ,,New York City,New York,10024,East,OFF-LA-10000407,third party,Labels,24.9,5,0.0,11.454
5952,US-2021-154018,2021-10-13,2021-10-19,Standard Class,HA-14920,Helen Andreada,Replacement,,Laredo,Texas,78041,Central,OFF-PA-10000551,Third Party,Paper,8.288,2,0.2,3.0044
5953,US-2021-101161,2021-10-13,2021-10-20,Standard Class,BW-11110,Bart Watters,Servicing ,,New York City,New York,10024,East,OFF-PA-10001295,Third Party,Paper,37.94,2,0.0,18.2112
5954,US-2021-145583,2021-10-13,2021-10-19,Standard Class,LC-16885,Lena Creighton,Replacement ,,Roseville,California,95661,West,OFF-PA-10001736,third party,Paper,35.44,1,0.0,16.6568
5955,US-2021-145583,2021-10-13,2021-10-19,Standard Class,LC-16885,Lena Creighton,Replacement ,,Roseville,California,95661,West,OFF-PA-10001804,Third Party,Paper,20.04,3,0.0,9.6192
5956,US-2021-101161,2021-10-13,2021-10-20,Standard Class,BW-11110,Bart Watters,Servicing,,New York City,New York,10024,East,OFF-ST-10003123,Third Party,Storage,99.87,3,0.0,23.9688
5957,US-2021-145583,2021-10-13,2021-10-19,Standard Class,LC-16885,Lena Creighton,Replacement,,Roseville,California,95661,West,OFF-SU-10001218,third party,Supplies,65.88,6,0.0,18.4464
5958,US-2021-154018,2021-10-13,2021-10-19,Standard Class,HA-14920,Helen Andreada,Replacement,,Laredo,Texas,78041,Central,TEC-AC-10002402,Pre Book,Accessories,191.976,3,0.2,23.997
5959,US-2021-156503,2021-10-14,2021-10-20,Standard Class,NC-18415,Nathan Cano,Replacement,,Jacksonville,North Carolina,28540,South,FUR-CH-10003606,Direct Sale,Chairs,102.592,1,0.2,10.2592
5960,US-2021-156503,2021-10-14,2021-10-20,Standard Class,NC-18415,Nathan Cano,Replacement ,,Jacksonville,North Carolina,28540,South,OFF-EN-10001335,Third Party,Envelopes,,4,0.2,13.128
5961,US-2021-113607,2021-10-14,2021-10-18,Standard Class,PW-19030,Pauline Webber,Servicing,United States,New York City,New York,10009,East,OFF-PA-10001970,Third Party,Paper,111.96,2,0.0,54.8604
5962,US-2021-156503,2021-10-14,2021-10-20,Standard Class,NC-18415,Nathan Cano,Replacement ,,Jacksonville,North Carolina,28540,South,OFF-PA-10002319,third party,Paper,,3,0.2,33.7212
5963,US-2021-156503,2021-10-14,2021-10-20,Standard Class,NC-18415,Nathan Cano,Replacement ,,Jacksonville,North Carolina,28540,South,OFF-PA-10002377,third party,Paper,39.152,1,0.2,14.682
5964,US-2021-156503,2021-10-14,2021-10-20,Standard Class,NC-18415,Nathan Cano,Replacement,,Jacksonville,North Carolina,28540,South,OFF-SU-10000946,THIRD PARTY,Supplies,12.768,2,0.2,1.4364
5965,US-2021-108098,2021-10-14,2021-10-18,Standard Class,CP-12340,Christine Phan,Servicing,,Seattle,Washington,98115,West,TEC-AC-10000865,Pre Book,Accessories,177.0,3,0.0,30.09
5966,US-2021-156503,2021-10-14,2021-10-20,Standard Class,NC-18415,Nathan Cano,Replacement ,,Jacksonville,North Carolina,28540,South,TEC-AC-10002473,Pre Book,Accessories,22.704,1,0.2,5.9598
5967,US-2021-125220,2021-10-14,2021-10-19,Standard Class,BE-11410,Bobby Elias,Replacement ,,Appleton,Wisconsin,54915,Central,TEC-AC-10003033,PRE BOOK,Accessories,1649.75,5,0.0,544.4175
5968,US-2021-113607,2021-10-14,2021-10-18,Standard Class,PW-19030,Pauline Webber,Servicing ,,New York City,New York,10009,East,TEC-PH-10004094,Pre Book,Phones,1091.93,7,0.0,272.9825
5969,US-2021-142097,2021-10-15,2021-10-20,Standard Class,QJ-19255,Quincy Jones,Servicing,,Springfield,Virginia,,South,OFF-AP-10000696,Third Party,Appliances,43.26,3,0.0,14.2758
5970,US-2021-124352,2021-10-15,2021-10-21,Standard Class,CD-12790,Cynthia Delaney,Other,,Oklahoma City,Oklahoma,73120,Central,OFF-AP-10002651,Third Party,Appliances,,3,0.0,251.8911
5971,US-2021-124352,2021-10-15,2021-10-21,Standard Class,CD-12790,Cynthia Delaney,Other,,Oklahoma City,Oklahoma,73120,Central,OFF-BI-10000977,Third Party,Binders,121.6,4,0.0,55.936
5972,US-2021-125738,2021-10-15,2021-10-21,Standard Class,PB-18805,Patrick Bzostek,Other ,,Salt Lake City,Utah,84106,West,OFF-BI-10001628,third party,Binders,41.72,5,0.2,13.0375
5973,US-2021-142097,2021-10-15,2021-10-20,Standard Class,QJ-19255,Quincy Jones,Servicing ,,Springfield,Virginia,22153,South,OFF-BI-10002082,THIRD PARTY,Binders,232.96,7,0.0,116.48
5974,US-2021-142097,2021-10-15,2021-10-20,Standard Class,QJ-19255,Quincy Jones,Servicing ,,Springfield,Virginia,,South,OFF-EN-10002312,Third Party,Envelopes,66.54,6,0.0,32.6046
5975,US-2021-124352,2021-10-15,2021-10-21,Standard Class,CD-12790,Cynthia Delaney,Other ,,Oklahoma City,Oklahoma,73120,Central,OFF-LA-10003223,Third Party,Labels,29.46,6,0.0,14.4354
5976,US-2021-124352,2021-10-15,2021-10-21,Standard Class,CD-12790,Cynthia Delaney,Other ,,Oklahoma City,Oklahoma,,Central,OFF-LA-10004559,THIRD PARTY,Labels,20.16,7,0.0,9.8784
5977,US-2021-125738,2021-10-15,2021-10-21,Standard Class,PB-18805,Patrick Bzostek,Other,,Salt Lake City,Utah,84106,West,OFF-PA-10000740,THIRD PARTY,Paper,45.68,2,0.0,21.0128
5978,US-2021-125738,2021-10-15,2021-10-21,Standard Class,PB-18805,Patrick Bzostek,Other,,Salt Lake City,Utah,84106,West,OFF-PA-10001509,Third Party,Paper,71.6,8,0.0,32.936
5979,US-2021-125738,2021-10-15,2021-10-21,Standard Class,PB-18805,Patrick Bzostek,Other,,Salt Lake City,Utah,84106,West,OFF-PA-10003001,Third Party,Paper,,9,0.0,28.8576
5980,US-2021-124352,2021-10-15,2021-10-21,Standard Class,CD-12790,Cynthia Delaney,Other,,Oklahoma City,Oklahoma,73120,Central,OFF-PA-10003177,THIRD PARTY,Paper,12.96,2,0.0,6.2208
5981,US-2021-124352,2021-10-15,2021-10-21,Standard Class,CD-12790,Cynthia Delaney,Other ,,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10003442,Pre Book,Phones,5.5,1,0.0,1.375
5982,US-2021-132066,2021-10-16,2021-10-20,Standard Class,NB-18655,Nona Balk,Servicing,,New York City,New York,10011,East,FUR-TA-10001539,Direct Sale,Tables,142.182,1,0.4,-37.9152
5983,US-2021-152688,2021-10-17,2021-10-20,First Class,NR-18550,Nick Radford,Replacement ,,Perth Amboy,New Jersey,8861,East,FUR-BO-10001337,Direct Sale,Bookcases,120.98,1,0.0,12.098
5984,US-2021-163972,2021-10-17,2021-10-21,Standard Class,MG-17890,Michael Granlund,Other,,Fresno,California,,West,FUR-BO-10003894,Direct Sale,Bookcases,120.666,2,0.15,21.294
5985,US-2021-147256,2021-10-17,2021-10-21,Second Class,FC-14245,Frank Carlisle,Other,,Columbia,Missouri,65203,Central,OFF-AP-10003057,third party,Appliances,1927.59,7,0.0,751.7601
5986,US-2021-141586,2021-10-17,2021-10-20,First Class,NK-18490,Neil Knudson,Other ,,San Francisco,California,94122,West,OFF-BI-10003981,Third Party,Binders,18.16,5 units,0.2,6.583
5987,US-2021-152688,2021-10-17,2021-10-20,First Class,NR-18550,Nick Radford,Replacement ,,Perth Amboy,New Jersey,8861,East,OFF-BI-10004584,Third Party,Binders,315.98,1,0.0,148.5106
5988,US-2021-147256,2021-10-17,2021-10-21,Second Class,FC-14245,Frank Carlisle,Other,,Columbia,Missouri,,Central,TEC-PH-10003072,Pre Book,Phones,449.97,3,0.0,220.4853
5989,US-2021-159856,2021-10-18,2021-10-22,Standard Class,EP-13915,Emily Phan,Replacement ,,Tempe,Arizona,85281,West,FUR-CH-10003396,Direct Sale,Chairs,307.92,5,0.2,-34.641
5990,CA-2021-174514,2021-10-19,2021-10-24,Standard Class,EH-14125,Eugene Hildebrand,Other,,Vancouver,British Columbia,V6G,West,TEC-PH-10004922,Pre Book,Phones,6.48,1,0.0,3.11
5991,US-2021-139549,2021-10-20,2021-10-25,Standard Class,MY-18295,Muhammed Yedwab,Servicing,,El Cajon,California,92020,West,FUR-CH-10001802,Direct Sale,Chairs,387.136,4,0.2,4.8392
5992,US-2021-133697,2021-10-20,2021-10-24,Second Class,CM-12445,Chuck Magee,Replacement,,Houston,Texas,77095,Central,FUR-CH-10002372,Direct Sale,Chairs,56.686,1,0.3,-14.5764
5993,US-2021-105753,2021-10-20,2021-10-26,Standard Class,LC-16960,Lindsay Castell,Other ,,Arlington,Virginia,,South,FUR-FU-10000246,Direct Sale,Furnishings,61.1,5,0.0,18.33
5994,US-2021-106341,2021-10-20,2021-10-23,First Class,LF-17185,Luke Foster,Replacement,,Newark,Ohio,43055,East,OFF-AR-10002053,third party,Art,7.152,3,0.2,0.7152
5995,US-2021-168921,2021-10-20,2021-10-22,First Class,AG-10495,Andrew Gjertsen,Servicing,United States,Los Angeles,California,90049,West,OFF-BI-10004209,third party,Binders,19.296,3,0.2,6.03
5996,US-2021-133697,2021-10-20,2021-10-24,Second Class,CM-12445,Chuck Magee,Replacement ,,Houston,Texas,77095,Central,OFF-FA-10003112,Third Party,Fasteners,25.248,4,0.2,7.89
5997,US-2021-133697,2021-10-20,2021-10-24,Second Class,CM-12445,Chuck Magee,Replacement,,Houston,Texas,,Central,OFF-PA-10000726,Third Party,Paper,51.016,7,0.2,15.9425
5998,US-2021-160220,2021-10-20,2021-10-26,Standard Class,JS-16030,Joy Smith,Replacement ,,Trenton,Michigan,48183,Central,OFF-ST-10000617,Third Party,Storage,20.86,7,0.0,1.4602
5999,US-2021-160220,2021-10-20,2021-10-26,Standard Class,JS-16030,Joy Smith,Replacement ,,Trenton,Michigan,48183,Central,TEC-PH-10001300,Pre Book,Phones,125.7,6,0.0,35.196
6000,US-2021-160220,2021-10-20,2021-10-26,Standard Class,JS-16030,Joy Smith,Replacement ,,Trenton,Michigan,48183,Central,TEC-PH-10001557,PRE BOOK,Phones,191.98,2,0.0,51.8346
6001,US-2021-155516,2021-10-21,2021-10-21,Same Day,MK-17905,Michael Kennedy,Servicing ,,Manchester,Connecticut,6040,East,FUR-BO-10002545,DIRECT SALE,Bookcases,1043.92,4,0.0,271.4192
6002,US-2021-161746,2021-10-21,2021-10-27,Standard Class,CS-11950,Carlos Soltero,Replacement,,Los Angeles,California,90045,West,FUR-CH-10004626,Direct Sale,Chairs,,3,0.2,12.1068
6003,US-2021-136322,2021-10-21,2021-10-26,Standard Class,AP-10720,Anne Pryor,Other ,United States,Fort Lauderdale,Florida,33311,South,FUR-FU-10002878,DIRECT SALE,Furnishings,45.568,2,0.2,9.6832
6004,US-2021-161746,2021-10-21,2021-10-27,Standard Class,CS-11950,Carlos Soltero,Replacement ,,Los Angeles,California,90045,West,FUR-FU-10003731,Direct Sale,Furnishings,,2,0.0,5.5888
6005,US-2021-125080,2021-10-21,2021-10-26,Standard Class,VW-21775,Victoria Wilson,Servicing,,Lakewood,Ohio,,East,FUR-TA-10003238,DIRECT SALE,Tables,661.176,2,0.4,-231.4116
6006,US-2021-161746,2021-10-21,2021-10-27,Standard Class,CS-11950,Carlos Soltero,Replacement ,,Los Angeles,California,90045,West,OFF-AR-10000390,third party,Art,12.39,3,0.0,5.6994
6007,US-2021-138478,2021-10-21,2021-10-26,Second Class,DP-13390,Dennis Pardue,Other ,,North Las Vegas,Nevada,89031,West,OFF-AR-10002240,Third Party,Art,113.22,3,0.0,29.4372
6008,US-2021-138478,2021-10-21,2021-10-26,Second Class,DP-13390,Dennis Pardue,Other ,,North Las Vegas,Nevada,89031,West,OFF-BI-10001120,THIRD PARTY,Binders,4535.976,3,0.2,1644.2913
6009,US-2021-155516,2021-10-21,2021-10-21,Same Day,MK-17905,Michael Kennedy,Servicing ,,Manchester,Connecticut,6040,East,OFF-BI-10002412,Third Party,Binders,23.2,4,0.0,10.44
6010,US-2021-151169,2021-10-21,2021-10-26,Standard Class,MY-18295,Muhammed Yedwab,Servicing ,,Newark,Delaware,19711,East,OFF-BI-10002813,third party,Binders,7.92,4,0.0,3.564
6011,US-2021-136322,2021-10-21,2021-10-26,Standard Class,AP-10720,Anne Pryor,Other,,Fort Lauderdale,Florida,33311,South,OFF-BI-10004817,third party,Binders,28.752,8,0.7,-21.0848
6012,US-2021-138478,2021-10-21,2021-10-26,Second Class,DP-13390,Dennis Pardue,Other ,,North Las Vegas,Nevada,89031,West,OFF-PA-10001801,Third Party,Paper,35.88,6,0.0,17.5812
6013,US-2021-112340,2021-10-21,2021-10-27,Standard Class,NM-18520,Neoma Murray,Replacement ,,Riverside,California,,West,OFF-PA-10001892,Third Party,Paper,22.92,3,0.0,11.2308
6014,US-2021-155516,2021-10-21,2021-10-21,Same Day,MK-17905,Michael Kennedy,Servicing,,Manchester,Connecticut,6040,East,OFF-ST-10002406,THIRD PARTY,Storage,104.79,7,0.0,29.3412
6015,US-2021-161746,2021-10-21,2021-10-27,Standard Class,CS-11950,Carlos Soltero,Replacement ,,Los Angeles,California,90045,West,OFF-ST-10002743,third party,Storage,340.92,3,0.0,3.4092
6016,US-2021-144729,2021-10-21,2021-10-25,Standard Class,JE-15745,Joel Eaton,Replacement ,,San Diego,California,92037,West,OFF-ST-10004804,Third Party,Storage,154.44,3,0.0,1.5444
6017,US-2021-169334,2021-10-21,2021-10-24,Second Class,GW-14605,Giulietta Weimer,Replacement ,,Jackson,Tennessee,38301,South,OFF-ST-10004950,Third Party,Storage,111.672,9,0.2,6.9795
6018,US-2021-155516,2021-10-21,2021-10-21,Same Day,MK-17905,Michael Kennedy,Servicing ,,Manchester,Connecticut,6040,East,OFF-SU-10001225,third party,Supplies,7.36,2,0.0,0.1472
